Reads T0 (rep1)	Reads Tend (rep1)	Reads T0 (rep2)	Reads Tend (rep2)
58	40	80	117
79	141	111	141
479	549	608	603
144	95	159	151
827	373	1182	1590
245	412	369	511
337	724	372	312
518	672	809	599
2654	3600	3014	2941
518	317	705	307
256	442	338	270
458	521	453	708
554	931	592	788
408	328	432	608
140	85	129	183
55	74	82	217
79	74	142	148
124	144	199	286
157	107	139	95
123	173	121	113
481	425	496	334
676	961	843	865
503	535	483	596
118	13	191	121
486	111	663	322
1411	1898	1820	1999
880	849	936	1003
212	249	270	154
157	124	188	640
200	117	203	103
275	287	355	731
105	107	56	135
68	154	105	33
272	270	305	279
534	351	678	412
46	35	118	82
200	85	174	142
231	354	260	284
307	356	389	466
30	0	33	6
118	297	184	164
263	212	240	282
139	299	223	122
362	320	480	460
699	865	927	1225
312	72	460	109
95	195	127	38
160	212	256	123
80	46	167	168
142	73	176	62
189	323	178	388
348	264	372	351
492	418	560	641
337	256	364	496
346	369	357	151
924	1316	1180	1289
416	395	550	415
215	173	240	384
233	327	302	162
246	331	348	457
84	160	212	219
273	268	428	428
627	929	799	941
123	291	162	158
230	195	222	109
352	338	455	423
342	613	355	350
345	333	438	376
201	247	259	292
579	722	623	620
517	473	533	1138
242	272	352	295
189	273	245	56
633	1157	800	1286
385	557	663	754
545	566	743	951
308	586	423	457
594	641	800	904
362	263	435	482
27	20	13	84
840	968	946	1117
762	738	1006	1189
358	507	454	392
314	457	290	331
278	209	399	344
155	116	135	206
95	160	75	103
21	17	29	12
198	254	182	244
245	441	244	259
79	90	144	194
39	64	66	23
102	94	222	440
340	278	497	599
155	97	225	438
74	59	78	63
57	12	44	63
213	469	320	141
191	530	310	538
300	332	352	551
97	156	188	147
383	311	398	446
62	34	72	232
52	186	131	130
452	839	427	871
55	27	53	4
331	262	342	382
452	330	504	577
225	414	320	166
367	338	498	533
104	277	90	125
157	174	179	82
67	94	104	66
150	165	150	36
36	52	67	204
158	362	223	193
67	78	85	81
132	267	162	119
193	196	179	130
145	77	205	193
407	222	534	462
530	686	514	517
776	766	1084	1175
761	411	762	607
1175	675	1392	1390
208	119	272	262
103	14	138	91
400	364	460	555
202	397	288	199
229	324	261	174
79	126	83	127
248	343	306	362
97	130	128	129
293	454	387	304
303	250	368	311
194	180	312	185
1034	1356	1338	1460
911	1114	1016	1206
920	1152	1104	1402
298	252	338	269
622	1107	753	1071
174	160	233	257
306	534	339	324
148	259	140	124
574	659	904	436
213	178	394	106
1236	1573	1502	1608
658	964	894	1470
249	125	234	389
392	394	519	409
460	674	711	545
758	1180	892	1221
340	317	464	328
79	71	71	82
446	292	470	522
61	41	68	130
187	183	231	366
123	140	165	118
389	479	558	376
151	136	150	102
521	534	458	653
360	540	599	955
100	109	130	90
386	722	582	588
216	304	222	125
162	186	223	256
90	62	140	86
845	871	952	917
120	170	176	182
1311	1280	1535	1573
267	238	315	280
712	1114	1005	1285
354	338	310	189
841	837	913	620
576	600	883	523
170	249	204	378
373	540	482	322
87	87	126	44
354	283	332	298
523	497	572	422
607	576	699	894
207	187	239	294
333	288	280	349
192	127	207	69
1097	1033	1056	1216
245	352	274	303
385	411	433	744
247	212	273	192
62	40	95	73
101	114	238	66
188	353	244	157
222	120	285	145
187	191	165	82
609	878	852	711
267	407	334	250
108	497	123	91
634	1053	910	686
375	353	420	434
313	377	403	321
1298	1329	1531	1987
278	491	304	459
487	445	604	469
194	180	314	358
130	94	121	242
363	781	420	323
265	327	267	338
608	631	619	603
154	107	139	34
163	363	207	190
621	586	759	784
656	769	641	583
280	123	296	288
697	194	919	93
324	343	373	301
1001	1523	1091	1327
1265	2354	1558	1834
217	45	234	249
386	465	422	216
1965	1949	2289	2405
500	532	866	890
113	149	159	180
403	369	593	234
615	850	650	681
580	945	681	922
569	497	636	672
730	553	1258	918
810	1014	995	936
695	422	989	939
377	337	495	745
300	350	282	514
228	450	244	182
219	241	279	106
425	670	404	526
850	937	1212	989
142	258	266	251
535	697	783	1112
208	397	222	268
234	272	311	394
120	117	160	123
950	728	1191	1028
335	309	339	524
100	175	120	46
548	301	631	574
365	532	377	340
255	479	354	278
92	143	138	85
947	1161	1188	1537
507	550	720	810
388	317	471	604
137	78	287	229
331	317	374	337
134	87	147	136
223	602	285	261
570	512	638	687
147	110	205	430
1350	1521	1634	2656
512	447	624	797
60	73	49	31
97	346	101	51
289	514	518	511
440	501	606	567
186	288	261	1046
263	192	282	274
142	196	152	207
100	148	114	129
486	778	832	485
560	367	473	569
384	447	404	418
41	67	97	62
209	317	224	363
461	555	687	1125
209	264	207	473
373	350	410	351
178	191	135	192
323	344	436	246
1473	1947	1809	1751
530	478	674	544
276	708	343	247
121	147	247	196
154	61	199	280
711	618	862	651
585	942	716	601
140	74	126	152
724	585	955	1670
195	352	275	196
393	512	499	621
210	374	243	380
419	676	671	1023
551	698	733	722
556	624	586	633
150	106	160	114
78	208	83	304
95	78	121	178
757	432	680	976
195	141	223	378
209	197	286	312
394	314	467	543
738	779	906	925
875	666	1011	873
1260	1735	1494	1926
386	797	528	306
503	470	675	534
236	453	250	251
153	269	194	141
1167	1130	1350	734
659	738	991	1066
423	301	608	492
186	263	258	420
390	369	456	554
93	188	76	117
271	180	237	305
151	397	143	235
71	43	114	92
172	95	232	267
136	231	98	199
245	190	255	235
501	516	539	395
189	353	177	164
439	587	708	667
410	398	549	242
762	1023	991	646
222	218	247	255
1270	1355	1314	2049
86	145	110	39
561	676	731	355
419	410	469	414
404	374	474	507
123	80	158	176
278	317	353	198
304	180	388	454
527	384	633	1105
177	281	254	281
61	113	120	33
155	192	135	161
164	158	124	179
375	660	391	367
623	633	664	349
207	374	267	127
1318	1749	1456	1061
1060	1076	1183	1142
72	55	106	13
196	107	200	183
808	1183	1046	1108
385	412	379	555
177	343	308	152
409	562	512	848
90	39	101	47
37	5	32	38
267	268	287	389
145	83	156	13
187	116	221	486
60	61	68	47
303	260	513	659
686	914	787	889
242	294	270	303
553	809	680	528
295	209	295	466
313	419	570	639
179	158	266	311
529	621	745	1012
295	235	295	212
59	139	85	132
171	74	172	228
204	131	237	284
203	298	248	399
475	442	667	523
964	1232	1033	1314
155	50	108	217
237	507	343	126
179	165	295	327
380	387	485	425
91	72	127	370
491	663	579	572
40	95	108	25
53	18	70	2
130	62	171	158
460	523	680	835
357	338	417	336
232	278	236	110
347	337	398	473
1349	1948	1724	1928
265	164	214	145
189	188	277	314
86	66	60	59
388	276	595	891
108	153	163	219
588	380	681	618
208	156	223	377
225	386	236	219
429	502	536	494
157	268	150	234
181	261	261	257
981	1287	1187	1296
329	301	287	417
312	503	524	566
104	26	108	329
169	163	241	334
116	134	170	207
283	299	231	241
257	350	401	457
459	226	562	261
107	104	124	111
425	472	464	481
245	252	306	194
145	68	147	299
129	174	101	108
322	380	402	325
245	147	269	159
97	119	146	68
62	77	60	37
494	564	509	551
179	173	202	173
163	188	151	219
276	114	310	261
93	105	165	203
497	452	559	419
157	92	143	55
370	399	458	502
157	154	160	142
731	678	1070	1005
74	30	133	81
284	572	405	311
202	230	213	226
140	265	192	65
119	139	149	521
1143	982	1514	1589
155	155	196	99
136	277	241	119
775	706	1034	325
181	303	208	225
791	859	972	806
523	727	739	532
506	352	629	600
627	589	794	974
292	461	346	295
752	1101	1148	1636
387	415	571	483
1072	1331	1535	1359
480	844	670	499
167	170	180	106
930	1169	1105	762
116	126	117	60
841	750	1008	1230
1081	1087	1222	1565
180	156	233	172
701	624	990	619
610	635	668	765
123	138	153	58
292	300	291	440
177	178	191	220
103	197	129	93
688	1069	848	1047
320	373	516	300
48	20	68	23
207	171	234	230
94	55	93	50
758	851	887	777
117	157	148	57
204	410	208	230
217	95	287	223
665	1141	780	489
348	589	385	597
1123	1732	1530	1720
249	387	401	478
186	247	255	460
124	83	74	87
1306	1087	1337	1943
242	164	268	331
134	186	192	97
364	329	463	509
218	63	282	378
479	758	515	688
222	230	204	323
52	78	54	17
110	233	189	144
141	342	239	135
227	283	259	258
336	257	331	401
857	915	992	1209
530	735	686	467
96	67	83	45
277	657	319	440
402	277	545	377
343	291	339	498
487	500	637	417
189	116	174	301
658	843	736	868
48	163	151	133
104	135	109	191
157	132	150	454
314	238	402	323
383	519	415	577
230	390	326	402
159	115	155	134
559	444	445	431
294	126	351	276
77	63	129	59
394	464	392	639
332	373	417	485
636	906	668	1168
1225	1671	1635	1322
215	52	238	352
366	291	375	622
1180	1316	1414	1350
366	472	501	510
231	274	331	400
710	682	747	744
113	201	109	67
80	351	162	93
60	134	113	125
209	332	247	416
185	350	355	453
705	710	849	920
248	127	206	194
385	485	594	527
492	567	685	571
438	372	418	471
70	20	40	185
111	140	144	192
266	290	279	180
370	591	507	602
254	316	322	454
387	190	379	290
386	508	334	425
247	125	182	120
634	717	734	600
130	131	194	591
310	338	337	312
57	0	45	74
85	116	98	123
338	470	489	415
261	299	292	580
453	537	474	424
436	389	499	476
455	704	573	597
218	246	315	337
743	702	938	1138
193	286	220	292
377	230	438	122
102	207	155	152
627	518	750	839
289	284	363	458
713	745	730	1121
131	90	255	111
636	738	854	548
369	890	484	456
488	640	554	461
709	890	1004	975
398	378	346	664
243	171	239	185
348	156	294	419
143	161	214	186
306	170	373	256
518	411	518	443
433	614	558	877
245	161	288	312
185	100	320	622
318	157	358	141
134	64	275	282
30	45	46	15
1616	2127	2013	1974
1751	2216	2038	2101
79	14	154	63
825	642	749	705
330	499	467	376
144	132	187	296
694	817	689	557
181	163	257	337
143	234	166	240
1099	1491	1444	1857
3	0	2	3
67	338	99	232
102	356	193	130
172	173	163	215
261	536	331	421
931	837	906	795
65	62	121	109
107	157	102	21
921	1633	1059	1177
377	119	382	500
247	194	201	216
296	209	425	263
154	111	159	213
388	521	446	634
231	277	268	637
49	86	46	134
481	613	538	603
376	263	591	712
167	46	206	198
313	217	403	666
428	403	438	846
787	991	1000	1488
787	702	933	931
275	305	362	373
384	727	435	449
1088	1545	1243	1738
287	290	311	255
201	226	430	261
1141	1154	1246	1171
382	482	506	447
234	252	397	306
175	293	278	141
79	274	143	323
462	852	698	651
536	644	635	753
509	410	504	670
352	432	370	293
229	192	331	135
108	51	100	93
243	327	274	457
563	810	676	638
216	403	304	380
490	597	651	998
117	66	171	202
116	88	184	354
200	202	266	185
189	66	239	104
97	97	110	303
499	450	515	559
160	125	137	33
447	681	500	659
395	296	464	543
641	508	718	562
214	226	271	202
173	518	295	135
140	87	239	454
568	793	704	657
474	388	522	781
234	239	250	331
424	480	535	445
326	297	358	571
384	355	399	228
159	206	138	109
791	1450	617	755
507	475	516	427
93	59	191	103
1328	1734	1564	1613
428	385	480	444
867	908	913	1166
467	749	558	594
247	221	253	160
968	1020	1056	976
176	129	258	247
570	596	712	631
840	989	1115	841
282	297	404	375
154	188	146	109
211	135	169	125
469	520	500	569
308	254	397	418
383	358	568	503
68	103	59	66
351	686	550	653
105	492	109	111
419	474	562	355
365	344	442	510
52	73	103	87
436	751	427	479
185	156	252	236
373	546	423	522
94	28	120	54
106	251	137	216
378	712	480	482
182	497	322	434
248	337	314	163
174	225	274	113
1276	1393	1324	1199
970	1335	1294	1135
476	491	468	624
498	561	594	743
162	170	210	154
621	895	613	313
317	525	357	602
475	543	488	673
262	268	244	376
244	316	313	361
247	191	321	241
236	301	219	183
274	459	345	325
217	316	270	306
214	224	158	458
583	444	763	1020
211	328	318	259
599	623	867	979
292	377	597	880
525	542	471	444
1100	1619	1229	1075
531	493	759	908
463	654	521	489
78	99	113	121
487	549	447	493
592	562	741	903
112	249	176	85
112	181	200	106
665	868	843	500
78	42	127	222
149	146	151	188
775	885	862	651
182	321	173	196
248	216	347	131
90	68	80	139
230	51	199	107
197	211	233	183
714	1030	814	1214
54	125	56	76
249	128	220	340
96	137	138	129
238	319	259	270
597	915	808	941
605	471	762	1151
405	392	566	623
671	906	795	963
276	153	359	625
78	76	93	23
115	100	125	107
412	208	520	501
268	288	293	503
436	185	632	302
290	356	334	262
292	276	329	338
444	991	605	758
551	273	500	443
366	771	532	477
758	1598	962	1056
309	285	391	633
367	409	517	545
263	216	365	271
476	586	663	488
1243	945	1397	1309
845	1557	1044	977
184	538	343	432
238	224	281	273
361	942	563	614
1792	1869	2100	2055
547	588	634	467
645	844	850	865
601	454	648	590
1292	981	1371	1158
106	38	110	87
358	160	512	391
201	354	287	320
501	487	647	713
552	336	854	440
181	146	219	224
247	267	261	452
738	878	738	660
379	535	576	521
168	330	215	232
633	538	768	573
343	612	405	522
242	244	318	480
989	701	1297	1254
166	439	229	347
263	150	220	174
164	93	184	219
302	362	333	402
590	540	650	556
273	208	305	227
386	420	411	453
307	513	384	227
402	219	448	425
638	1200	800	719
410	486	499	599
534	493	568	547
400	479	452	431
153	112	167	259
123	429	270	304
331	732	424	344
496	253	447	468
99	174	146	78
284	363	341	740
469	529	612	489
147	163	235	122
412	311	413	491
79	15	80	94
380	430	473	447
369	439	396	526
58	146	109	123
314	366	325	444
323	234	446	288
386	393	481	386
140	75	222	458
213	150	256	569
812	639	826	722
1609	1792	1851	1764
162	373	302	236
34	71	60	19
866	1346	988	941
252	274	256	348
414	769	462	402
171	107	158	224
191	154	246	166
408	902	522	513
483	435	610	365
165	139	255	79
512	377	736	565
321	236	304	459
854	1170	1059	877
156	208	207	127
128	186	235	203
172	214	242	135
94	136	183	237
301	319	375	299
214	551	409	491
469	274	590	593
137	178	104	299
233	483	353	470
189	148	266	175
415	421	541	433
30	46	69	18
2	0	4	0
634	697	802	955
147	187	151	46
3	6	14	0
195	338	243	125
116	133	139	252
730	320	854	817
391	172	509	667
186	194	301	195
556	399	666	478
279	338	321	300
80	268	107	34
125	157	186	93
144	204	206	129
159	92	232	136
1117	1010	1135	1031
425	271	423	380
318	323	388	406
376	408	435	565
374	290	506	598
91	162	213	188
580	515	635	435
123	259	215	134
576	754	644	1137
292	506	376	339
386	414	466	535
91	53	87	22
183	120	348	198
757	1368	1000	1377
579	725	790	620
468	503	485	552
157	221	192	213
619	468	802	714
187	391	227	304
132	370	209	202
612	749	696	1057
545	687	671	763
243	206	323	460
572	807	773	846
888	1708	1107	1608
440	471	501	614
197	192	132	300
182	88	135	186
44	12	73	6
119	388	207	354
151	163	108	84
699	583	663	748
187	176	233	465
113	98	108	182
315	537	400	284
572	709	717	454
122	70	159	264
202	548	238	423
98	246	130	90
46	132	64	59
135	88	120	185
316	365	413	539
407	420	572	359
169	113	79	104
97	111	123	167
181	414	254	181
180	470	313	452
111	33	143	45
394	440	525	625
192	200	280	68
687	664	679	890
175	82	200	229
98	117	152	76
288	404	357	451
109	68	145	104
347	250	347	401
212	107	283	171
398	549	377	338
1311	1198	1429	1531
1233	1877	1368	1361
244	215	389	398
182	246	190	195
171	100	261	109
198	305	237	356
399	647	526	685
430	551	505	264
155	70	163	227
122	318	238	135
629	854	618	673
598	950	653	1057
848	1014	1153	1533
157	256	172	397
141	143	159	99
293	274	338	246
183	422	252	305
237	147	230	100
150	101	302	272
229	436	332	453
272	196	312	340
216	176	215	241
118	153	198	122
641	566	835	1118
463	549	520	498
118	140	120	200
648	714	559	417
615	681	813	933
385	567	485	387
368	476	481	584
107	25	124	94
154	128	105	135
386	431	435	517
375	587	467	510
523	615	655	767
391	925	489	712
875	1524	824	938
281	258	344	419
426	307	461	715
648	692	718	509
462	830	564	336
428	333	510	185
129	134	199	309
419	309	539	593
92	173	85	63
200	217	302	320
315	420	376	238
124	171	238	220
13	27	41	101
702	1432	935	743
179	146	235	217
115	292	142	278
151	310	162	254
414	360	369	528
150	348	275	89
241	169	221	345
495	731	581	655
460	565	553	1060
48	50	53	37
51	247	86	41
158	168	185	240
438	952	515	861
533	528	744	618
460	327	532	596
271	400	279	320
59	29	55	93
207	305	277	160
185	205	171	198
825	799	851	1265
452	354	440	380
594	451	650	549
94	82	147	156
99	28	184	219
543	975	733	880
50	33	93	391
208	244	235	84
803	535	1103	1281
